blues,"[[0.33112544 0.23492369 0.87141633 ... 0.1569107  0.8778623  1.        ]
 [0.39392975 0.29400358 0.6882651  ... 0.13222213 0.6850759  0.72816855]
 [0.42932436 0.41955492 0.5160274  ... 0.25044864 0.5649644  0.40339902]
 ...
 [1.         1.         1.         ... 0.2619949  0.9551487  0.86573505]
 [0.42033258 0.36797968 0.6217583  ... 1.         1.         0.98580545]
 [0.30348286 0.1970005  0.6492548  ... 0.62876105 0.7172242  0.8162657 ]]"
blues,"[[0.36823648 0.815875   1.         ... 0.833948   1.         1.        ]
 [0.5753067  0.6492124  0.8967567  ... 1.         0.70585215 0.7670553 ]
 [0.63124555 0.6360274  0.70588094 ... 0.13298401 0.06873435 0.12401104]
 ...
 [0.9558016  0.48197764 0.3906923  ... 0.07732053 0.05309347 0.06027644]
 [0.7262979  0.57332385 0.5008636  ... 0.06244453 0.0403536  0.04794185]
 [0.5643171  0.7971814  0.7200401  ... 0.08945456 0.11069513 0.15921332]]"
blues,"[[0.2756112  0.20460817 0.1998152  ... 0.24957633 0.26682448 0.58482134]
 [0.10521638 0.11055415 0.08305007 ... 0.12293319 0.09505817 0.3101873 ]
 [0.3073894  0.46047992 0.42797786 ... 0.19608319 0.11806314 0.22734185]
 ...
 [0.19965808 0.16800892 0.11452359 ... 0.73448074 0.30618322 0.3076972 ]
 [0.35397336 0.26785    0.1810585  ... 0.4993056  0.39872903 0.49930266]
 [1.         1.         0.97220373 ... 1.         1.         1.        ]]"
blues,"[[0.60287297 0.36729082 0.33834    ... 0.5522084  1.         1.        ]
 [0.8557001  0.7439462  0.73498285 ... 0.79342055 0.5451384  0.5179366 ]
 [1.         1.         1.         ... 0.5532046  0.2929391  0.25578654]
 ...
 [0.36146945 0.2001774  0.15246801 ... 0.33268464 0.08303256 0.18640195]
 [0.2887291  0.1269077  0.10506926 ... 0.46311918 0.2041227  0.37529734]
 [0.45918396 0.20703173 0.17911363 ... 0.7010568  0.7990901  0.8584738 ]]"
blues,"[[0.19081408 0.17394003 0.0638171  ... 0.05633739 0.03851688 0.0527237 ]
 [0.18194947 1.         0.75781274 ... 0.24662486 0.25863078 0.37005374]
 [0.17983212 0.9696444  1.         ... 1.         1.         1.        ]
 ...
 [0.59232116 0.40629944 0.31536493 ... 0.2509541  0.39407757 0.33205375]
 [1.         0.45748225 0.16543184 ... 0.67686766 0.53477716 0.3419909 ]
 [0.5813135  0.22759971 0.07019632 ... 0.24634224 0.17376202 0.1537376 ]]"
blues,"[[0.53499657 0.21312709 0.04687686 ... 0.4937133  0.3700602  0.30836824]
 [0.3554005  0.19945064 0.06751456 ... 0.34967092 0.33176696 0.40837055]
 [0.33995697 0.26417997 0.15444118 ... 0.6441044  1.         1.        ]
 ...
 [1.         0.78819275 1.         ... 0.4484955  0.2350838  0.2035606 ]
 [0.8110516  0.7921821  0.96597785 ... 0.5372889  0.3597366  0.46569413]
 [0.84256804 0.7821043  0.39197925 ... 1.         0.78263664 0.8240988 ]]"
blues,"[[1.         1.         0.8375409  ... 0.29433063 0.307394   0.4611207 ]
 [0.5756619  0.38122103 0.2564441  ... 0.328904   0.20031944 0.14613432]
 [0.16487136 0.05555004 0.03334845 ... 0.1837687  0.22217116 0.1936156 ]
 ...
 [0.4850524  0.675199   1.         ... 1.         1.         1.        ]
 [0.21000852 0.18117219 0.23172873 ... 0.3474114  0.19952936 0.15031137]
 [0.5310099  0.3746303  0.2260191  ... 0.14610423 0.08838724 0.1491998 ]]"
blues,"[[0.16378812 0.13064131 0.12833405 ... 0.19320734 0.11062228 0.18971345]
 [0.2522651  0.21775962 0.20298399 ... 0.0646171  0.06109153 0.09677733]
 [0.7426442  0.87293464 0.87772673 ... 0.16219354 0.16847803 0.2473921 ]
 ...
 [0.25791824 0.26175618 0.36432567 ... 0.7693387  0.7524012  0.8658669 ]
 [0.20351209 0.1867629  0.18925123 ... 0.99082416 0.78987014 0.74527365]
 [0.06982923 0.04463797 0.04540004 ... 0.51938313 0.34707117 0.45271668]]"
blues,"[[0.17355032 0.21850038 0.23494641 ... 0.37562147 0.47934783 0.5495004 ]
 [0.1344047  0.20708363 0.2875832  ... 0.10059057 0.0920892  0.1043601 ]
 [0.09139376 0.18140537 0.29613802 ... 0.14691459 0.15294942 0.12135405]
 ...
 [0.2447382  0.35194463 0.53688616 ... 0.8614463  0.52200055 0.31210247]
 [0.10970399 0.22036773 0.3169812  ... 0.36086962 0.20787416 0.22635226]
 [0.11401507 0.26477644 0.46193138 ... 1.         0.66708285 0.51618826]]"
blues,"[[0.09073218 0.05194549 0.10268087 ... 0.0128245  0.01244817 0.03584323]
 [0.18653613 0.12699176 0.2637204  ... 0.02649826 0.02583673 0.07545596]
 [0.43175727 0.41327733 0.97221565 ... 0.20596942 0.18643288 0.18957543]
 ...
 [0.3624542  0.15595871 0.14548427 ... 0.15526707 0.17010081 0.21049714]
 [0.12277181 0.05760856 0.06633653 ... 1.         1.         1.        ]
 [0.07869436 0.07027481 0.10920888 ... 0.29085073 0.2674582  0.32837027]]"
