blues,"[[-240.63542    -211.21436    -193.90889    ... -109.999146
   -86.81442     -84.073586  ]
 [  99.64764     101.04283     102.24396    ...  150.07935
   138.94867     138.30977   ]
 [  -7.4032764    -8.358528      1.9154348  ...  -50.795135
   -36.536144    -28.136356  ]
 ...
 [   9.741491      6.369472      3.6500251  ...   -2.857153
    -6.2137365    -0.49142745]
 [   3.5908713     4.05085       4.788997   ...   -7.574688
    -8.446719     -6.7805653 ]
 [   5.348015      3.2318478     0.94024634 ...   -7.5553374
     0.30610925    3.5234976 ]]"
blues,"[[-3.39146393e+02 -2.23899673e+02 -1.56065292e+02 ... -1.18725746e+02
  -1.37507233e+02 -1.27304085e+02]
 [ 1.57718872e+02  1.44833557e+02  1.33976593e+02 ...  1.11489784e+02
   1.09199516e+02  1.10712349e+02]
 [ 1.17535114e+01  1.29924507e+01  1.19312439e+01 ...  1.57594061e+01
   1.96182327e+01  2.13222351e+01]
 ...
 [ 3.76574993e+00  1.49291730e+00  4.93760395e+00 ...  8.07128620e+00
   9.33395672e+00  4.92159319e+00]
 [-6.10569715e-01 -3.60157943e+00 -3.15349221e-01 ...  4.97580051e+00
   2.78385687e+00  4.17952347e+00]
 [-1.79417992e+00  2.63862848e-01  1.75895286e+00 ... -5.80773830e+00
  -4.30566549e+00 -1.85314870e+00]]"
blues,"[[-92.80102   -77.73783   -96.38281   ... -84.21025   -93.08216
  -61.54449  ]
 [147.20618   146.58553   141.75261   ... 144.3464    134.67857
  121.19281  ]
 [-52.90521   -42.7109    -32.56984   ... -27.747711  -14.003128
   -0.9127662]
 ...
 [ -3.6831918  -3.618559   -3.475952  ...  -1.7851093  -0.5715277
   -6.1898313]
 [ -4.5099096  -7.205206   -6.4472322 ...  -7.1639376 -11.941605
  -10.000967 ]
 [ -5.065584   -6.2239113  -8.008916  ...  -4.054376  -13.0747795
  -13.372361 ]]"
blues,"[[-2.2065663e+02 -2.0152414e+02 -2.1341223e+02 ... -3.3387689e+02
  -3.3721777e+02 -3.4643613e+02]
 [ 1.8066992e+02  1.7818500e+02  1.7812717e+02 ...  1.4422888e+02
   1.4402466e+02  1.3900085e+02]
 [-1.9548074e+00 -2.4784656e+00 -1.8208237e+00 ...  2.3309826e+01
   2.4480331e+01  2.4834183e+01]
 ...
 [-3.9280629e+00 -5.7892866e+00 -6.2028046e+00 ... -3.5550284e+00
  -4.5154638e+00 -3.4228259e-01]
 [-6.5727901e-01 -7.4882805e-01 -3.3496184e+00 ... -8.9988546e+00
  -8.5015402e+00  8.7460786e-01]
 [ 3.5205784e+00 -7.3185116e-01 -3.8382757e+00 ... -7.6644983e+00
  -6.9369173e+00 -1.2910956e+00]]"
blues,"[[-281.78323   -180.33914   -155.01845   ... -213.18954   -233.71912
  -237.56807  ]
 [ 143.1805     139.25536    131.83269   ...  145.63248    151.84286
   148.01392  ]
 [ -26.93118    -46.021706   -52.228638  ...  -18.697645   -14.29043
    -7.967267 ]
 ...
 [   7.9235973    7.7392673    0.9534089 ...    6.3518476    7.16669
    10.844136 ]
 [  -8.612148    -3.3798518   -2.3733497 ...   -5.1892366   -5.3364115
    -2.6328993]
 [ -16.884178   -19.392464   -15.931189  ...  -22.866608   -18.05001
   -13.002015 ]]"
blues,"[[-227.19524   -209.5012    -213.05019   ...   -1.7873803  -29.341219
   -62.07827  ]
 [ 120.19792    116.803894   107.92096   ...  100.06939    116.33403
   130.13713  ]
 [  18.326035    20.973806    25.454597  ...  -38.442055   -38.088593
   -37.614372 ]
 ...
 [  -5.4183416   -5.989519    -4.553672  ...   -2.5439196   -8.459995
   -11.12892  ]
 [ -13.36752    -11.968183    -7.8712063 ...  -13.602961    -8.710511
    -4.99132  ]
 [ -13.516987   -13.195481   -12.431456  ...  -11.941527    -7.2821617
    -2.3247924]]"
blues,"[[ -86.7183      -90.16529    -125.283424   ...   -9.39748
   -31.821993    -46.869797  ]
 [ 154.99521     171.08765     181.51636    ...  129.15652
   120.54942      97.087524  ]
 [ -48.007225    -64.79975     -69.94763    ...  -82.77055
   -77.46677     -49.633614  ]
 ...
 [  -3.2071357    -2.7899995    -4.595726   ...   -5.2578535
    -5.9115868    -0.83783305]
 [  -2.9716678    -1.5189244    -3.991833   ...    7.856307
     6.787201      8.600125  ]
 [  -2.8467333    -7.1310267    -7.741209   ...    4.8265915
     6.496379     11.076008  ]]"
blues,"[[-1.77500168e+02 -1.66767822e+02 -1.65219376e+02 ... -1.05112694e+02
  -1.27107361e+02 -1.04928329e+02]
 [ 1.32697144e+02  1.22230003e+02  1.16182465e+02 ...  1.62061951e+02
   1.58927460e+02  1.36992401e+02]
 [-3.37624817e+01 -4.03004570e+01 -4.56406937e+01 ... -7.29968262e+01
  -6.68533020e+01 -4.01954041e+01]
 ...
 [-1.77983475e+01 -1.71709137e+01 -1.47663002e+01 ... -6.97149181e+00
  -8.28115082e+00 -3.34077597e+00]
 [-9.08487892e+00 -9.81214714e+00 -8.14295959e+00 ... -9.65004206e-01
   3.59868109e-02  3.75227070e+00]
 [ 5.01965618e+00  4.18678761e+00  1.60267925e+00 ... -6.94315386e+00
  -4.98236465e+00  3.93584013e+00]]"
blues,"[[ -93.50395    -17.947632    -6.428304  ... -144.14691   -129.41666
  -117.549446 ]
 [ 144.5638     121.8475     103.670395  ...  137.37738    131.08134
   111.013725 ]
 [ -31.657402   -25.763752   -17.934738  ...  -18.454803   -15.799644
    -2.4861093]
 ...
 [  -1.2330568    3.7336376    7.323431  ...    5.952056     5.284786
     3.2191896]
 [   2.4632974   -2.0497923   -1.9458051 ...   12.248142    11.818277
     5.767122 ]
 [  -3.3023443    2.8729968    1.2254428 ...  -15.578899   -21.019016
   -20.65842  ]]"
blues,"[[-2.10296219e+02 -1.24047112e+02 -8.99220428e+01 ... -2.72391144e+02
  -2.84045563e+02 -2.88515472e+02]
 [ 1.31001984e+02  1.41205399e+02  1.45787369e+02 ...  1.35306000e+02
   1.30389130e+02  1.30465942e+02]
 [-2.38839188e+01 -4.83448410e+01 -5.98345642e+01 ...  1.03750439e+01
   1.50321140e+01  1.80243950e+01]
 ...
 [ 1.35367985e+01  1.78958282e+01  1.45598507e+01 ... -4.87603807e+00
  -3.91949344e+00  9.92271245e-01]
 [ 5.52463865e+00  5.47847843e+00  1.47142529e-01 ... -7.08923721e+00
  -6.60406590e+00 -6.01618767e+00]
 [ 7.84659147e-01  1.32858002e+00 -2.83514214e+00 ... -8.46326256e+00
  -6.50717354e+00 -4.00756121e+00]]"
blues,"[[-115.30811    -123.0163     -160.36604    ... -232.41367
  -266.7847     -286.24      ]
 [ 169.89424     176.62708     171.93985    ...  154.24374
   165.57251     177.31323   ]
 [ -43.972458    -60.74724     -74.18797    ...    4.5615926
    21.573723     33.50692   ]
 ...
 [  10.306702      8.476059      9.60305    ...    3.7683506
     5.3862996     4.484542  ]
 [   0.58655405   -1.0516346    -3.6766756  ...    6.229891
     0.9006442    -4.4019184 ]
 [  -5.312715     -6.4668417    -5.045509   ...   -4.5152526
    -9.493324     -9.834139  ]]"
